mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
163.9847933292389,1.8715267515487508,1.1637683391571045,0.02177126649353048,300,1,log2,20,"{'n_estimators': 300, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",0.8846737602006937,0.8377540056426839,0.9189841217951233,0.8628311437292633,0.898066764274227,0.8804619591283982,0.028094271272247427,12,0.9946975159496987,0.9950467707647341,0.9951386499915202,0.9953688896454179,0.9947021488037644,0.994990795031027,0.0002597226111048645
75.82500309944153,0.568668621553911,0.7319865226745605,0.019278566699277015,200,2,log2,10,"{'n_estimators': 200, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.8376429813805999,0.8035321510107745,0.8177184975397496,0.858285657095185,0.8431019643178876,0.8320562502688393,0.019289357364281806,18,0.907738903396537,0.9240864941708806,0.91429693635533,0.9139139942684896,0.9034047100446906,0.9126882076471855,0.006995576271825546
58.06119337081909,0.46232128792229144,0.4233201503753662,0.012568609690255575,100,1,log2,,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}",0.8754199114494209,0.836314739691885,0.9243771979540991,0.862392094279432,0.8974742429717059,0.8791956372693086,0.030036202795500677,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
55.08139996528625,0.5514403616575669,0.4108163833618164,0.008202314687163984,100,1,log2,20,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",0.8819926412600427,0.8378692304722419,0.927545440687026,0.8628582640692941,0.897894302707205,0.881631975839162,0.030463977890987582,6,0.9948536878684519,0.9951164398463682,0.9947158715515901,0.9952877075900398,0.9946040730458463,0.9949155559804593,0.0002528138845345227
252.40149550437928,2.5655529781173882,1.154981803894043,0.01463217229587493,300,2,sqrt,,"{'n_estimators': 300, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}",0.8882552521724607,0.8389505370727437,0.9210208505701176,0.8640495096644148,0.9001782024552829,0.8824908703870038,0.028518322518657158,2,0.9991513924298564,0.9991521910856807,0.9992164907713212,0.9992726437128212,0.9993065848823134,0.9992198605763984,6.258684746529271e-05
110.79726929664612,0.5201525022113013,0.7367535591125488,0.01901057657831948,200,2,sqrt,10,"{'n_estimators': 200, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",0.8396646199747595,0.8131303897833684,0.8202685843205301,0.8650596416761402,0.8531555591113564,0.8382557589732309,0.019479526125358866,15,0.9119556219224464,0.9319954885202688,0.9164814848421474,0.9130841670468166,0.9135562523023172,0.9174146029267993,0.007441948025990507
254.35468783378602,1.3176105821003838,1.1739308834075928,0.02280441893501708,300,1,sqrt,30,"{'n_estimators': 300, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",0.885703670603669,0.836576411393686,0.9215647401830515,0.8615637619851789,0.900400608222714,0.8811618384776599,0.029648264289988634,7,0.9996013511409891,0.9996841188343131,0.9996591775414894,0.9995508546108598,0.9996921903708805,0.9996375384997064,5.3755788973264e-05
109.51599922180176,0.8664499782884807,0.7979833126068115,0.01774178455495433,200,2,log2,20,"{'n_estimators': 200, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",0.8856106247848571,0.8355358248688907,0.9218415291686051,0.8627690169324493,0.8993944871043186,0.8810302965718242,0.029755674739847113,8,0.9933444431803096,0.9937575477028727,0.9937511730212949,0.9942077138464794,0.9933998595608216,0.9936921474623557,0.0003098065169239165
38.010303592681886,0.21819912035195999,0.39574718475341797,0.005709962446332844,100,4,log2,10,"{'n_estimators': 100, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10}",0.8352451712804851,0.805319186661133,0.8096322379083145,0.859304941506683,0.8361301244478702,0.8291263323608972,0.019718223288073055,20,0.9071033689967407,0.925240010952856,0.9104794979657573,0.9102492618825712,0.903457250648219,0.9113058780892288,0.007419183728120946
80.55625357627869,0.8028750027701043,0.3981452941894531,0.008453432994280318,100,2,sqrt,20,"{'n_estimators': 100, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",0.8882019383100851,0.8393198508497725,0.9203792440269665,0.8620397831641395,0.8983408765992745,0.8816563385900477,0.028276737897830594,5,0.9940172633965174,0.9946172443316014,0.9943212764561667,0.9946585360721449,0.9939361528365493,0.9943100946185959,0.00029713970021735597
