mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
111.04760503768921,0.9982662605320128,0.4861127853393555,0.004017191341439239,200,2,sqrt,,"{'n_estimators': 200, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}",0.9684091473126862,0.9513902981120446,0.9135310201448881,0.9601059547511704,0.968426768063485,0.9523726376768549,0.020417370938801683,4,0.9992763553309055,0.9993520797836369,0.9992110760687574,0.9992608938510236,0.9993496180486879,0.9992900046166022,5.416741268498847e-05
164.8441204547882,8.40699365505025,0.6930694580078125,0.008983232059611877,300,4,sqrt,30,"{'n_estimators': 300, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30}",0.9682196125687508,0.9553115225456145,0.8987653280807765,0.9599909249829448,0.969215887600823,0.9503006551557819,0.02628221874677717,10,0.9971423036099057,0.996934631341355,0.9970376010269657,0.9969882148704968,0.9972456803415566,0.997069686238056,0.00011149356643944807
43.42952146530151,2.3065261100012036,0.23976802825927734,0.007146674077823967,100,1,sqrt,10,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",0.9394648578647882,0.9269900764046645,0.8773720908550544,0.9235871710406842,0.93808081764401,0.9210990027618402,0.022709580468637424,15,0.9563204270352641,0.9562233641053226,0.9552838961581761,0.9550852876496101,0.957205884291987,0.9560237718480721,0.0007685570670500407
55.82239241600037,0.3002525991700493,0.2613399028778076,0.001755806776991792,100,1,sqrt,,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",0.9691040610372671,0.9556860387328927,0.9232775532307768,0.9622652023775025,0.968532478788948,0.9557730668334774,0.016962498648645297,1,0.9999939384526175,1.0,0.9999904897301677,0.9999931428421815,0.9999931153847179,0.999994137281937,3.1543244743663774e-06
57.67183208465576,3.9912878582172033,0.4725630283355713,0.029972578756368672,200,1,log2,10,"{'n_estimators': 200, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10}",0.9383409561236992,0.923636506677623,0.8529753306840069,0.9204643681399725,0.9395033962880625,0.9149841115826728,0.03192717829915236,20,0.9561171780562046,0.9541752785343535,0.9522611155080911,0.9536939644177309,0.9566258444467485,0.9545746761926257,0.0016046393966721068
108.86171436309814,1.721701714055637,0.7047867774963379,0.003784872230701934,300,2,log2,20,"{'n_estimators': 300, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",0.9669370786413086,0.9544253641547146,0.8936248983967164,0.958677603161085,0.969534671568318,0.9486399231844285,0.02804373622314365,14,0.9947224207279991,0.9951416551807972,0.9944431905412813,0.9945172298932781,0.9951982036399739,0.994804539996666,0.0003125641726546077
75.37757225036621,0.6446716885591683,0.5015956401824951,0.0012357798268562727,200,1,log2,,"{'n_estimators': 200, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}",0.9689022795142369,0.9520346117714666,0.8976803354135832,0.9597192287364024,0.9684365453674957,0.9493546001606369,0.026574687301584857,12,0.9999965368700827,1.0,0.999992410851187,0.9999931428421815,0.9999931153847179,0.9999950411896338,2.865588533676993e-06
61.622236490249634,0.9178303491489543,0.4383781909942627,0.0015412498232091443,200,4,log2,10,"{'n_estimators': 200, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10}",0.9361034379680746,0.9292511538072705,0.866935472634823,0.9233377804645382,0.9394479344213531,0.9190151558592119,0.026628037732531123,17,0.9557042211969028,0.9551950071627525,0.953894505215892,0.9526677052558759,0.9575464418165837,0.9550015761296015,0.0016540874392349594
42.266246700286864,2.764570815299525,0.26758627891540526,0.004909366842633435,100,2,log2,,"{'n_estimators': 100, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None}",0.9682992195863755,0.9531357227996905,0.9063269491295818,0.9571580268610911,0.9694500349364812,0.950873990662644,0.023141959625146362,8,0.99896831537472,0.9989511858209312,0.998842255561782,0.9989337226994305,0.9990006639244478,0.9989392286762623,5.3286770906666415e-05
59.90114812850952,4.494985227812647,0.2754176139831543,0.024373609254558212,100,1,sqrt,30,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",0.9683300412800924,0.954205294990073,0.9190679886310462,0.9626428959861286,0.9691627813048488,0.9546818004384379,0.018589905734775834,2,0.9998390857073807,0.9999518841025162,0.9997887808278086,0.9997989590400522,0.999823717734369,0.9998404854824253,5.846466630095846e-05
126.84028401374817,1.3749344406196966,0.7840750694274903,0.09972898519601624,300,1,log2,20,"{'n_estimators': 300, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",0.9672718837389885,0.9514864459831186,0.9096701785190785,0.9581141487864645,0.969596445332378,0.9512278204720056,0.02176852937096691,7,0.995677413827401,0.995893547726739,0.9955880692591318,0.995209881863546,0.9957776092689417,0.9956293043891519,0.0002331304303649337
63.69282007217407,0.3551016906678246,0.4975893020629883,0.03761274209766208,200,2,log2,10,"{'n_estimators': 200, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.9343867705731685,0.926723383707986,0.8692201733522461,0.9197068593819318,0.9412631330742862,0.9182600640179237,0.025564990607601968,18,0.9553999628626754,0.9552854215742167,0.9534237435819962,0.9529625935141501,0.9574719583943472,0.9549087359854772,0.0016090977566374474
44.79073371887207,0.48376472035828944,0.2800900936126709,0.009053018653718284,100,1,log2,,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}",0.9684334226653339,0.9528743138922537,0.902561742895476,0.9605245226250559,0.9678172430490642,0.9504422490254368,0.02459952354813897,9,0.9999946789767827,1.0,0.999992410851187,0.9999931428421815,0.9999931153847179,0.9999946696109738,2.7662889532069786e-06
43.29606604576111,0.4488108442631982,0.27870969772338866,0.016715401950714893,100,1,log2,20,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",0.9668666776644701,0.9521110304092151,0.9183438807491813,0.9605004218785795,0.969392436097505,0.9534428893597902,0.018537039421401717,3,0.9957631989893875,0.9958088247652673,0.9957279116926626,0.9953712337264783,0.9957737929501412,0.9956889924247874,0.00016096138227411787
192.4841339111328,1.5520331490889863,0.7717162132263183,0.038748847578352306,300,2,sqrt,,"{'n_estimators': 300, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}",0.9687978015895927,0.9537720937466234,0.9099518015601825,0.960064083723345,0.9688456747077838,0.9522862910655056,0.021916905969187613,6,0.9992610440716604,0.9993646149187017,0.9992447127327446,0.9992973199439206,0.9993426358134615,0.9993020654960978,4.5941262306675315e-05
92.19638156890869,0.7041870394020309,0.4853493690490723,0.02978554391026993,200,2,sqrt,10,"{'n_estimators': 200, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",0.9372756716863746,0.9278380185531689,0.8625141992942027,0.9200932084421594,0.942573676151846,0.9180589548255502,0.02882790977791386,19,0.9547734744013681,0.956957598285489,0.9551264398601121,0.9513717850491543,0.9583658595011272,0.9553190314194501,0.0023615054778804373
189.71303267478942,3.8722964985856287,0.7426960945129395,0.0213224725222657,300,1,sqrt,30,"{'n_estimators': 300, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",0.9692717666534341,0.9535534219770246,0.909047978074069,0.9609816903997686,0.9687225513470521,0.9523154816902697,0.022384905955588234,5,0.9998353828117267,0.9999311094284368,0.9998096346741836,0.9997633537065184,0.9998048427782076,0.9998288646798146,5.6098141074441575e-05
78.76347603797913,1.0608538856083822,0.5059352397918702,0.0229860617096333,200,2,log2,20,"{'n_estimators': 200, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",0.9670309000800387,0.9537668696807138,0.8953679140130513,0.958354394085785,0.9693267065634641,0.9487693568846106,0.027293408577005074,13,0.9947991132246742,0.9951335652515103,0.9944717799948984,0.9945320417270654,0.9952105165527735,0.9948294033501843,0.0003016612756915457
30.45880150794983,0.42889217892854353,0.2723543643951416,0.015442407018883319,100,4,log2,10,"{'n_estimators': 100, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10}",0.9344374778074863,0.9266845180157863,0.870272243877152,0.9248580010353292,0.939236610495899,0.9190977702463305,0.024962173544571965,16,0.9550252137794422,0.9549687708693764,0.9534624619881285,0.9524164833302438,0.9568265868115902,0.9545399033557562,0.0015045376222736716
58.33160591125488,0.6886491448646914,0.2768761157989502,0.01730112597596733,100,2,sqrt,20,"{'n_estimators': 100, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",0.9674308529336342,0.9509680781883076,0.8993766028433733,0.9606566537179748,0.9700134532004107,0.94968912817674,0.02600430548992836,11,0.9955677225506212,0.9959115180749144,0.9953794634245051,0.9952121109589459,0.9959163812676202,0.9955974392553214,0.000281866618623791
